mfa.gov.cn,null_null_null_null_,1126,/43.205.138.180
cityofithaca.org,208.90.189.82,1109,/43.205.138.180
millercenter.org,52.87.65.167,1086,/43.205.138.180
mazdigital.com,null,2083,/43.205.138.180
translink.ca,13.71.170.128,1625,/43.205.138.180
thehomeedit.com,23.227.38.65,1228,/43.205.138.180
9086852.fls.doubleclick.net,142.250.186.70,1099,/43.205.138.180
cf.ac.uk,43.245.41.26,1121,/43.205.138.180
trentrichardson.com,207.244.116.232,3387,/43.205.138.180
cakecentral.com,104.21.38.205,1172,/43.205.138.180
nationalgallery.ie,34.241.191.143,1213,/43.205.138.180
spicenews.com.au,192.0.66.80,1083,/43.205.138.180
nutella.com,54.76.9.40,1093,/43.205.138.180
wvu.edu,75.2.40.207,1083,/43.205.138.180
support.vodafone.co.uk,null,1475,/43.205.138.180
context.reverso.net,51.254.91.152,1088,/43.205.138.180
notcoming.com,68.178.246.5,1224,/43.205.138.180
storycollider.org,198.185.159.145,1183,/43.205.138.180
herbsutter.com,192.0.78.24,2766,/43.205.138.180
usc.es,null,2111,/43.205.138.180
barbadoshappyhours.com,198.54.114.202,1107,/43.205.138.180
all4webs.com,null,2092,/43.205.138.180
www2.mmu.ac.uk,54.216.214.82,1103,/43.205.138.180
juniperresearch.com,192.124.249.169,419,/43.205.138.180
delphix.com,147.75.40.150,1112,/43.205.138.180
ae.com,null,2044,/43.205.138.180
coasttocoastam.com,151.101.130.193,1099,/43.205.138.180
navy.com,104.26.2.105_104.26.3.105_172.67.68.79_,1095,/43.205.138.180
videogameschronicle.com,104.26.12.209_104.26.13.209_172.67.71.82_,1196,/43.205.138.180
jobs.net,54.204.159.80_52.201.45.50_,4013,/43.205.138.180
prod3.agileticketing.net,null,2084,/43.205.138.180
poweringpastcoal.org,141.193.213.11,1095,/43.205.138.180
circle.ubc.ca,null,2124,/43.205.138.180
davidrevoy.com,213.186.33.87,1128,/43.205.138.180
epguides.com,216.239.136.165,3345,/43.205.138.180
glossgenius.com,13.32.99.54,1231,/43.205.138.180
surveymonkey.de,108.138.26.89,1104,/43.205.138.180
blogcatalog.com,15.197.148.33_3.33.130.190_,2709,/43.205.138.180
owl.man.ac.uk,130.88.101.59,1136,/43.205.138.180
hmbana.org,52.5.5.85,1093,/43.205.138.180
thewest.com.au,52.222.236.28_52.222.236.114_52.222.236.52_,1083,/43.205.138.180
bosch-presse.de,139.15.251.212,1198,/43.205.138.180
ednc.org,141.193.213.20,1613,/43.205.138.180
threads.net,157.240.12.52_157.240.222.63_,3352,/43.205.138.180
de.pons.com,49.12.134.205,4008,/43.205.138.180
psycom.net,76.76.21.21,1078,/43.205.138.180
psych.indiana.edu,null,1091,/43.205.138.180
blog.360.yahoo.com,null,1167,/43.205.138.180
climateweeknyc.org,null,1083,/43.205.138.180
google.by,142.250.185.228,1101,/43.205.138.180
adcell.de,91.236.122.198,1080,/43.205.138.180
sellfy.com,104.22.52.94_104.22.53.94_172.67.31.49_,3978,/43.205.138.180
logically.ai,null,2120,/43.205.138.180
oneblood.org,151.101.131.10,1068,/43.205.138.180
winddoc.com,null,2239,/43.205.138.180
aboutyou.de,104.18.19.202,2716,/43.205.138.180
ablogtowatch.com,104.21.35.111_172.67.218.229_,2710,/43.205.138.180
hairuwear.com,23.185.0.3,1107,/43.205.138.180
visual.ly,null,2688,/43.205.138.180
whomentors.com,null,1099,/43.205.138.180
goupstate.com,146.75.118.62,1089,/43.205.138.180
secondsguru.com,null,1181,/43.205.138.180
anthro.ucsd.edu,null,1076,/43.205.138.180
jsonlines.org,null,1091,/43.205.138.180
albacross.com,13.32.99.3_13.32.99.57_,1197,/43.205.138.180
saarland.de,null,1198,/43.205.138.180
harvesthosts.com,null,3359,/43.205.138.180
olneyenterprise.com,null,1188,/43.205.138.180
11573758.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1095,/43.205.138.180
hrono.ru,null,3379,/43.205.138.180
www2.publicationsduquebec.gouv.qc.ca,null,1115,/43.205.138.180
appointy.com,null,3361,/43.205.138.180
hg.org,172.66.43.143,1637,/43.205.138.180
toxtown.nlm.nih.gov,null,3414,/43.205.138.180
michigandaily.com,null,2068,/43.205.138.180
play.mattel.com,null,1081,/43.205.138.180
signalprocessingsociety.org,23.185.0.4,3387,/43.205.138.180
designforhackers.com,null,1069,/43.205.138.180
dnes.bg,null,1451,/43.205.138.180
olacabs.com,18.245.31.8_18.245.31.127_,1059,/43.205.138.180
archive.timesonline.co.uk,null,1085,/43.205.138.180
rainforestcruises.com,104.26.2.79_104.26.3.79_172.67.75.96_,1190,/43.205.138.180
aol.sportingnews.com,null_null_,1103,/43.205.138.180
sovrn.com,141.193.213.10_141.193.213.11_,1109,/43.205.138.180
thepigsite.com,null,1081,/43.205.138.180
bbg.org,104.26.7.189,1172,/43.205.138.180
nationsonline.org,104.26.9.44_172.67.69.226_,2742,/43.205.138.180
schwimmerlegal.com,null,1076,/43.205.138.180
9853428.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1104,/43.205.138.180
peach.blender.org,null,2702,/43.205.138.180
illagomaggiore.com,null,6036,/43.205.138.180
philrice.gov.ph,null,1097,/43.205.138.180
plarium.com,104.18.17.253_104.18.14.253_,1113,/43.205.138.180
endoftheroadfestival.com,null,1672,/43.205.138.180
english.cam.ac.uk,null,1095,/43.205.138.180
popdose.com,null,2069,/43.205.138.180
evilmadscientist.com,45.56.89.214,2675,/43.205.138.180
digiseg.io,null,1092,/43.205.138.180
11364136.fls.doubleclick.net,216.58.206.38_172.217.18.6_,1106,/43.205.138.180
economicdynamics.org,null,1118,/43.205.138.180
cellcom.com,null,1112,/43.205.138.180
momontimeout.com,null,1650,/43.205.138.180
investor.shareholder.com,null,2203,/43.205.138.180
eurekahedge.com,99.81.153.149,1186,/43.205.138.180
lenster.xyz,104.21.55.184_172.67.172.30_,1207,/43.205.138.180
interspeech2018.org,null,1111,/43.205.138.180
owcdigital.com,null,1109,/43.205.138.180
umces.edu,null,1067,/43.205.138.180
special.usps.com,3.161.82.69_3.161.82.96_3.161.82.64_,1111,/43.205.138.180
demozoo.org,185.56.187.62,6069,/43.205.138.180
srf.ch,89.106.200.1,1194,/43.205.138.180
fingerhut.com,null,1120,/43.205.138.180
tekes.fi,null_null_,3350,/43.205.138.180
entertainthis.usatoday.com,null,1227,/43.205.138.180
cpdl.org,null,1067,/43.205.138.180
cray.com,null,2075,/43.205.138.180
wlf.louisiana.gov,18.214.209.94_35.171.222.71_,1106,/43.205.138.180
responsifyjs.space,null,3345,/43.205.138.180
laopinion.es,null,2702,/43.205.138.180
webfx.eae.net,null,2067,/43.205.138.180
cesifo.org,null,2047,/43.205.138.180
uslchampionship.com,null,1159,/43.205.138.180
i.huffpost.com,151.101.194.114_151.101.66.114_151.101.130.114_,2702,/43.205.138.180
nwfdailynews.com,null,1098,/43.205.138.180
sztetl.org.pl,null,1195,/43.205.138.180
joancrawfordbest.com,null,1072,/43.205.138.180
federalreserve.gov,104.18.33.249,2687,/43.205.138.180
birdsinbackyards.net,null,2488,/43.205.138.180
killerstartups.com,null,4334,/43.205.138.180
bmbf.de,80.245.145.10,2469,/43.205.138.180
chopra.com,null,2058,/43.205.138.180
screenshots.firefox.com,44.236.72.93_44.235.246.155_,1125,/43.205.138.180
wpzoom.com,172.66.43.167_172.66.40.89_,1107,/43.205.138.180
launcherspace.com,null,1199,/43.205.138.180
rigzone.com,54.85.23.82,1084,/43.205.138.180
tripline.net,null,1217,/43.205.138.180
ssylki.info,null,1170,/43.205.138.180
adoptopenjdk.net,null,2727,/43.205.138.180
riverfronttimes.com,172.67.69.6_104.26.3.53_,1210,/43.205.138.180
t.qq.com,0.0.0.1,2699,/43.205.138.180
info.needforkill.ru,null,2036,/43.205.138.180
poynton.com,15.235.66.161,1102,/43.205.138.180
vcstar.com,146.75.114.62,2687,/43.205.138.180
tendances-de-mode.com,null,1058,/43.205.138.180
jfk.hood.edu,null,1081,/43.205.138.180
sellingpower.com,null,1087,/43.205.138.180
pokemoncenter.com,null,1087,/43.205.138.180
zenfolio.com,141.193.213.20,1084,/43.205.138.180
valais-wallis-digital.ch,192.33.221.226,1194,/43.205.138.180
videezy.com,104.18.40.253_172.64.147.3_,1209,/43.205.138.180
burberryplc.com,212.58.42.47,1092,/43.205.138.180
slcairport.com,63.237.77.133,1183,/43.205.138.180
forums.mozillazine.org,140.211.9.53,3371,/43.205.138.180
amnesty.or.kr,null,425,/43.205.138.180
visitcalifornia.com,192.124.249.155,1196,/43.205.138.180
photo.net,44.229.49.181_44.233.15.135_,1225,/43.205.138.180
9627369.fls.doubleclick.net,142.250.186.70,1089,/43.205.138.180
olark.com,34.96.127.16,1087,/43.205.138.180
lapor.go.id,103.170.104.50,1112,/43.205.138.180
parcel2go.com,null,1227,/43.205.138.180
cio.co.uk,null,1219,/43.205.138.180
digitaldaily.allthingsd.com,18.173.205.60_18.173.205.32_,1102,/43.205.138.180
thomaskeller.com,null,2131,/43.205.138.180
hoka.com,146.75.114.132_151.101.78.132_,2223,/43.205.138.180
cookiesandcups.com,null,2673,/43.205.138.180
info.singtel.com,null,1226,/43.205.138.180
hket.com,118.143.30.223,1212,/43.205.138.180
annevankesteren.nl,64.111.127.240,1195,/43.205.138.180
8142816.fls.doubleclick.net,172.217.173.102_172.217.173.70_,1624,/43.205.138.180
joinmastodon.org,151.101.65.91,1091,/43.205.138.180
internacional.elpais.com,199.232.198.133_199.232.194.133_,2688,/43.205.138.180
it52.info,null,2086,/43.205.138.180
clean.io,104.18.30.245_104.18.31.245_,2713,/43.205.138.180
cricket360.com,null,1060,/43.205.138.180
cepr.org,104.26.0.149_172.67.68.185_,1184,/43.205.138.180
cjasn.asnjournals.org,null,1072,/43.205.138.180
chitika.com,null,1085,/43.205.138.180
blogcdn.com,null_null_,1105,/43.205.138.180
idlewords.com,107.181.87.8,1451,/43.205.138.180
avaaz.org,null,2069,/43.205.138.180
aspiration.com,35.166.87.20_52.88.11.141_,1210,/43.205.138.180
fortlauderdale.gov,null,3333,/43.205.138.180
mak.ac.ug,null,1067,/43.205.138.180
kikkerland.com,23.227.38.65,1088,/43.205.138.180
inpsyde.com,162.55.189.81,1086,/43.205.138.180
donegaldiaspora.ie,null,1096,/43.205.138.180
pasadena.wr.usgs.gov,null,3991,/43.205.138.180
texasgop.org,null,1070,/43.205.138.180
youradchoices.ca,198.185.159.144_198.185.159.145_,1113,/43.205.138.180
urga.be,null,1165,/43.205.138.180
scranton.edu,null,1084,/43.205.138.180
mobile.slashdot.org,null,1460,/43.205.138.180
camas.wednet.edu,null,1204,/43.205.138.180
oprahmag.com,151.101.64.155_151.101.192.155_151.101.0.155_,1196,/43.205.138.180
stolaf.edu,199.91.183.19,1114,/43.205.138.180
theesa.com,104.21.81.141_172.67.189.161_,1193,/43.205.138.180
squirrelmail.org,null,2067,/43.205.138.180
aviationlogbook.eu,54.186.219.25,1614,/43.205.138.180
joe-m02.blogspot.com,142.250.186.65,1102,/43.205.138.180
pyronaur.com,76.76.21.21,2462,/43.205.138.180
bocoup.com,null,2073,/43.205.138.180
uscourts.gov,23.67.138.253,1180,/43.205.138.180
portauthority.org,null,1115,/43.205.138.180
aaa.si.edu,160.111.244.150,425,/43.205.138.180
academyart.edu,null,1099,/43.205.138.180
clustertruck.com,null,1074,/43.205.138.180
10329013.fls.doubleclick.net,216.58.206.38,1047,/43.205.138.180
ct24.cz,null,2076,/43.205.138.180
judu.lt,104.26.13.231_104.26.12.231_,2450,/43.205.138.180
opendatanetwork.com,null,3333,/43.205.138.180
thebash.com,54.172.164.234,1449,/43.205.138.180
blog.sakugabooru.com,null,1203,/43.205.138.180
vestnesis.lv,null,1426,/43.205.138.180
